,pdb_name,processed_path,num_chains,quaternary_category,seq_len,modeled_seq_len
204,1awo.a,/home/yu/HENU/westlake/Lit-ProteinDF/preprocess/pkl/jsonl/1awo.a.pkl,1,homomer,57,57
205,1e0f.i,/home/yu/HENU/westlake/Lit-ProteinDF/preprocess/pkl/jsonl/1e0f.i.pkl,1,homomer,57,57
206,1b35.d,/home/yu/HENU/westlake/Lit-ProteinDF/preprocess/pkl/jsonl/1b35.d.pkl,1,homomer,57,57
207,1d66.b,/home/yu/HENU/westlake/Lit-ProteinDF/preprocess/pkl/jsonl/1d66.b.pkl,1,homomer,57,57
208,1hbw.a,/home/yu/HENU/westlake/Lit-ProteinDF/preprocess/pkl/jsonl/1hbw.a.pkl,1,homomer,57,57
209,1ci6.a,/home/yu/HENU/westlake/Lit-ProteinDF/preprocess/pkl/jsonl/1ci6.a.pkl,1,homomer,56,56
210,1eq7.a,/home/yu/HENU/westlake/Lit-ProteinDF/preprocess/pkl/jsonl/1eq7.a.pkl,1,homomer,56,56
211,1gmj.d,/home/yu/HENU/westlake/Lit-ProteinDF/preprocess/pkl/jsonl/1gmj.d.pkl,1,homomer,56,56
212,1e52.a,/home/yu/HENU/westlake/Lit-ProteinDF/preprocess/pkl/jsonl/1e52.a.pkl,1,homomer,56,56
213,1hqo.a,/home/yu/HENU/westlake/Lit-ProteinDF/preprocess/pkl/jsonl/1hqo.a.pkl,1,homomer,227,227
214,1bor.a,/home/yu/HENU/westlake/Lit-ProteinDF/preprocess/pkl/jsonl/1bor.a.pkl,1,homomer,56,56
215,1ccv.a,/home/yu/HENU/westlake/Lit-ProteinDF/preprocess/pkl/jsonl/1ccv.a.pkl,1,homomer,56,56
216,1d2d.a,/home/yu/HENU/westlake/Lit-ProteinDF/preprocess/pkl/jsonl/1d2d.a.pkl,1,homomer,56,56
217,1bw6.a,/home/yu/HENU/westlake/Lit-ProteinDF/preprocess/pkl/jsonl/1bw6.a.pkl,1,homomer,56,56
218,1h9e.a,/home/yu/HENU/westlake/Lit-ProteinDF/preprocess/pkl/jsonl/1h9e.a.pkl,1,homomer,56,56
219,1c6v.x,/home/yu/HENU/westlake/Lit-ProteinDF/preprocess/pkl/jsonl/1c6v.x.pkl,1,homomer,55,55
220,1auu.a,/home/yu/HENU/westlake/Lit-ProteinDF/preprocess/pkl/jsonl/1auu.a.pkl,1,homomer,55,55
221,1hdl.a,/home/yu/HENU/westlake/Lit-ProteinDF/preprocess/pkl/jsonl/1hdl.a.pkl,1,homomer,55,55
222,1a1t.a,/home/yu/HENU/westlake/Lit-ProteinDF/preprocess/pkl/jsonl/1a1t.a.pkl,1,homomer,55,55
223,1b6q.a,/home/yu/HENU/westlake/Lit-ProteinDF/preprocess/pkl/jsonl/1b6q.a.pkl,1,homomer,55,55
224,1bg5.a,/home/yu/HENU/westlake/Lit-ProteinDF/preprocess/pkl/jsonl/1bg5.a.pkl,1,homomer,254,254
225,1aol.a,/home/yu/HENU/westlake/Lit-ProteinDF/preprocess/pkl/jsonl/1aol.a.pkl,1,homomer,227,227
226,1dp3.a,/home/yu/HENU/westlake/Lit-ProteinDF/preprocess/pkl/jsonl/1dp3.a.pkl,1,homomer,55,55
227,1ef4.a,/home/yu/HENU/westlake/Lit-ProteinDF/preprocess/pkl/jsonl/1ef4.a.pkl,1,homomer,55,55
228,1gk6.a,/home/yu/HENU/westlake/Lit-ProteinDF/preprocess/pkl/jsonl/1gk6.a.pkl,1,homomer,55,55
229,1cov.4,/home/yu/HENU/westlake/Lit-ProteinDF/preprocess/pkl/jsonl/1cov.4.pkl,1,homomer,55,55
230,1gl2.d,/home/yu/HENU/westlake/Lit-ProteinDF/preprocess/pkl/jsonl/1gl2.d.pkl,1,homomer,54,54
231,1ce3.a,/home/yu/HENU/westlake/Lit-ProteinDF/preprocess/pkl/jsonl/1ce3.a.pkl,1,homomer,54,54
232,1brz.a,/home/yu/HENU/westlake/Lit-ProteinDF/preprocess/pkl/jsonl/1brz.a.pkl,1,homomer,54,54
233,1avy.b,/home/yu/HENU/westlake/Lit-ProteinDF/preprocess/pkl/jsonl/1avy.b.pkl,1,homomer,54,54
234,1ba5.a,/home/yu/HENU/westlake/Lit-ProteinDF/preprocess/pkl/jsonl/1ba5.a.pkl,1,homomer,53,53
235,1gl2.a,/home/yu/HENU/westlake/Lit-ProteinDF/preprocess/pkl/jsonl/1gl2.a.pkl,1,homomer,53,53
236,1a8l.a,/home/yu/HENU/westlake/Lit-ProteinDF/preprocess/pkl/jsonl/1a8l.a.pkl,1,homomer,226,226
237,1deb.b,/home/yu/HENU/westlake/Lit-ProteinDF/preprocess/pkl/jsonl/1deb.b.pkl,1,homomer,53,53
238,1a02.f,/home/yu/HENU/westlake/Lit-ProteinDF/preprocess/pkl/jsonl/1a02.f.pkl,1,homomer,53,53
239,1hcr.a,/home/yu/HENU/westlake/Lit-ProteinDF/preprocess/pkl/jsonl/1hcr.a.pkl,1,homomer,52,52
240,1a02.j,/home/yu/HENU/westlake/Lit-ProteinDF/preprocess/pkl/jsonl/1a02.j.pkl,1,homomer,52,52
241,1fe6.a,/home/yu/HENU/westlake/Lit-ProteinDF/preprocess/pkl/jsonl/1fe6.a.pkl,1,homomer,52,52
242,1faq.a,/home/yu/HENU/westlake/Lit-ProteinDF/preprocess/pkl/jsonl/1faq.a.pkl,1,homomer,52,52
243,1fjk.a,/home/yu/HENU/westlake/Lit-ProteinDF/preprocess/pkl/jsonl/1fjk.a.pkl,1,homomer,52,52
244,1ayj.a,/home/yu/HENU/westlake/Lit-ProteinDF/preprocess/pkl/jsonl/1ayj.a.pkl,1,homomer,51,51
245,1afp.a,/home/yu/HENU/westlake/Lit-ProteinDF/preprocess/pkl/jsonl/1afp.a.pkl,1,homomer,51,51
246,1ha8.a,/home/yu/HENU/westlake/Lit-ProteinDF/preprocess/pkl/jsonl/1ha8.a.pkl,1,homomer,51,51
247,1azz.a,/home/yu/HENU/westlake/Lit-ProteinDF/preprocess/pkl/jsonl/1azz.a.pkl,1,homomer,226,226
248,1ceu.a,/home/yu/HENU/westlake/Lit-ProteinDF/preprocess/pkl/jsonl/1ceu.a.pkl,1,homomer,51,51
249,1i7w.b,/home/yu/HENU/westlake/Lit-ProteinDF/preprocess/pkl/jsonl/1i7w.b.pkl,1,homomer,51,51
250,1bal.a,/home/yu/HENU/westlake/Lit-ProteinDF/preprocess/pkl/jsonl/1bal.a.pkl,1,homomer,51,51
251,1bx7.a,/home/yu/HENU/westlake/Lit-ProteinDF/preprocess/pkl/jsonl/1bx7.a.pkl,1,homomer,51,51
252,1e8r.a,/home/yu/HENU/westlake/Lit-ProteinDF/preprocess/pkl/jsonl/1e8r.a.pkl,1,homomer,50,50
253,1a92.a,/home/yu/HENU/westlake/Lit-ProteinDF/preprocess/pkl/jsonl/1a92.a.pkl,1,homomer,50,50
254,1ifi.a,/home/yu/HENU/westlake/Lit-ProteinDF/preprocess/pkl/jsonl/1ifi.a.pkl,1,homomer,50,50
255,1bdf.a,/home/yu/HENU/westlake/Lit-ProteinDF/preprocess/pkl/jsonl/1bdf.a.pkl,1,homomer,226,226
256,1b12.c,/home/yu/HENU/westlake/Lit-ProteinDF/preprocess/pkl/jsonl/1b12.c.pkl,1,homomer,226,226
257,1g6c.b,/home/yu/HENU/westlake/Lit-ProteinDF/preprocess/pkl/jsonl/1g6c.b.pkl,1,homomer,226,226
258,1hw1.a,/home/yu/HENU/westlake/Lit-ProteinDF/preprocess/pkl/jsonl/1hw1.a.pkl,1,homomer,226,226
259,1g61.a,/home/yu/HENU/westlake/Lit-ProteinDF/preprocess/pkl/jsonl/1g61.a.pkl,1,homomer,225,225
260,1eke.b,/home/yu/HENU/westlake/Lit-ProteinDF/preprocess/pkl/jsonl/1eke.b.pkl,1,homomer,225,225
261,1eyr.a,/home/yu/HENU/westlake/Lit-ProteinDF/preprocess/pkl/jsonl/1eyr.a.pkl,1,homomer,225,225
262,1fx8.a,/home/yu/HENU/westlake/Lit-ProteinDF/preprocess/pkl/jsonl/1fx8.a.pkl,1,homomer,254,254
263,1h2s.a,/home/yu/HENU/westlake/Lit-ProteinDF/preprocess/pkl/jsonl/1h2s.a.pkl,1,homomer,225,225
264,1g62.a,/home/yu/HENU/westlake/Lit-ProteinDF/preprocess/pkl/jsonl/1g62.a.pkl,1,homomer,224,224
265,1bd3.a,/home/yu/HENU/westlake/Lit-ProteinDF/preprocess/pkl/jsonl/1bd3.a.pkl,1,homomer,224,224
266,1gzh.b,/home/yu/HENU/westlake/Lit-ProteinDF/preprocess/pkl/jsonl/1gzh.b.pkl,1,homomer,224,224
267,1bcp.a,/home/yu/HENU/westlake/Lit-ProteinDF/preprocess/pkl/jsonl/1bcp.a.pkl,1,homomer,224,224
268,1cq3.a,/home/yu/HENU/westlake/Lit-ProteinDF/preprocess/pkl/jsonl/1cq3.a.pkl,1,homomer,224,224
269,1hg3.a,/home/yu/HENU/westlake/Lit-ProteinDF/preprocess/pkl/jsonl/1hg3.a.pkl,1,homomer,224,224
270,1byi.a,/home/yu/HENU/westlake/Lit-ProteinDF/preprocess/pkl/jsonl/1byi.a.pkl,1,homomer,224,224
271,1i1n.a,/home/yu/HENU/westlake/Lit-ProteinDF/preprocess/pkl/jsonl/1i1n.a.pkl,1,homomer,224,224
272,1gv9.a,/home/yu/HENU/westlake/Lit-ProteinDF/preprocess/pkl/jsonl/1gv9.a.pkl,1,homomer,223,223
273,1g6h.a,/home/yu/HENU/westlake/Lit-ProteinDF/preprocess/pkl/jsonl/1g6h.a.pkl,1,homomer,254,254
274,1d2i.a,/home/yu/HENU/westlake/Lit-ProteinDF/preprocess/pkl/jsonl/1d2i.a.pkl,1,homomer,223,223
275,1gxy.a,/home/yu/HENU/westlake/Lit-ProteinDF/preprocess/pkl/jsonl/1gxy.a.pkl,1,homomer,223,223
276,1cjm.a,/home/yu/HENU/westlake/Lit-ProteinDF/preprocess/pkl/jsonl/1cjm.a.pkl,1,homomer,223,223
277,1eke.a,/home/yu/HENU/westlake/Lit-ProteinDF/preprocess/pkl/jsonl/1eke.a.pkl,1,homomer,222,222
278,1eq9.a,/home/yu/HENU/westlake/Lit-ProteinDF/preprocess/pkl/jsonl/1eq9.a.pkl,1,homomer,222,222
279,1d2t.a,/home/yu/HENU/westlake/Lit-ProteinDF/preprocess/pkl/jsonl/1d2t.a.pkl,1,homomer,222,222
280,1bol.a,/home/yu/HENU/westlake/Lit-ProteinDF/preprocess/pkl/jsonl/1bol.a.pkl,1,homomer,222,222
281,1a41.a,/home/yu/HENU/westlake/Lit-ProteinDF/preprocess/pkl/jsonl/1a41.a.pkl,1,homomer,221,221
282,1euv.a,/home/yu/HENU/westlake/Lit-ProteinDF/preprocess/pkl/jsonl/1euv.a.pkl,1,homomer,221,221
283,1g5b.b,/home/yu/HENU/westlake/Lit-ProteinDF/preprocess/pkl/jsonl/1g5b.b.pkl,1,homomer,221,221
284,1ggp.b,/home/yu/HENU/westlake/Lit-ProteinDF/preprocess/pkl/jsonl/1ggp.b.pkl,1,homomer,254,254
285,1a8r.a,/home/yu/HENU/westlake/Lit-ProteinDF/preprocess/pkl/jsonl/1a8r.a.pkl,1,homomer,221,221
286,1gwc.a,/home/yu/HENU/westlake/Lit-ProteinDF/preprocess/pkl/jsonl/1gwc.a.pkl,1,homomer,221,221
287,1a7s.a,/home/yu/HENU/westlake/Lit-ProteinDF/preprocess/pkl/jsonl/1a7s.a.pkl,1,homomer,221,221
288,1dxk.a,/home/yu/HENU/westlake/Lit-ProteinDF/preprocess/pkl/jsonl/1dxk.a.pkl,1,homomer,221,221
289,1fnu.a,/home/yu/HENU/westlake/Lit-ProteinDF/preprocess/pkl/jsonl/1fnu.a.pkl,1,homomer,221,221
290,1b48.a,/home/yu/HENU/westlake/Lit-ProteinDF/preprocess/pkl/jsonl/1b48.a.pkl,1,homomer,221,221
291,1fx7.b,/home/yu/HENU/westlake/Lit-ProteinDF/preprocess/pkl/jsonl/1fx7.b.pkl,1,homomer,220,220
292,1ak2.a,/home/yu/HENU/westlake/Lit-ProteinDF/preprocess/pkl/jsonl/1ak2.a.pkl,1,homomer,220,220
293,1h99.a,/home/yu/HENU/westlake/Lit-ProteinDF/preprocess/pkl/jsonl/1h99.a.pkl,1,homomer,220,220
294,1fy2.a,/home/yu/HENU/westlake/Lit-ProteinDF/preprocess/pkl/jsonl/1fy2.a.pkl,1,homomer,220,220
295,1e7p.c,/home/yu/HENU/westlake/Lit-ProteinDF/preprocess/pkl/jsonl/1e7p.c.pkl,1,homomer,254,254
296,1a2z.a,/home/yu/HENU/westlake/Lit-ProteinDF/preprocess/pkl/jsonl/1a2z.a.pkl,1,homomer,220,220
297,1d1d.a,/home/yu/HENU/westlake/Lit-ProteinDF/preprocess/pkl/jsonl/1d1d.a.pkl,1,homomer,220,220
298,1h6e.a,/home/yu/HENU/westlake/Lit-ProteinDF/preprocess/pkl/jsonl/1h6e.a.pkl,1,homomer,219,219
299,1c8n.c,/home/yu/HENU/westlake/Lit-ProteinDF/preprocess/pkl/jsonl/1c8n.c.pkl,1,homomer,219,219
300,1fs0.g,/home/yu/HENU/westlake/Lit-ProteinDF/preprocess/pkl/jsonl/1fs0.g.pkl,1,homomer,219,219
301,1dkx.a,/home/yu/HENU/westlake/Lit-ProteinDF/preprocess/pkl/jsonl/1dkx.a.pkl,1,homomer,219,219
302,1gpc.a,/home/yu/HENU/westlake/Lit-ProteinDF/preprocess/pkl/jsonl/1gpc.a.pkl,1,homomer,218,218
303,1fmd.2,/home/yu/HENU/westlake/Lit-ProteinDF/preprocess/pkl/jsonl/1fmd.2.pkl,1,homomer,218,218
304,1b1z.a,/home/yu/HENU/westlake/Lit-ProteinDF/preprocess/pkl/jsonl/1b1z.a.pkl,1,homomer,218,218
305,1auo.a,/home/yu/HENU/westlake/Lit-ProteinDF/preprocess/pkl/jsonl/1auo.a.pkl,1,homomer,218,218
306,1hxh.a,/home/yu/HENU/westlake/Lit-ProteinDF/preprocess/pkl/jsonl/1hxh.a.pkl,1,homomer,253,253
307,1h3m.b,/home/yu/HENU/westlake/Lit-ProteinDF/preprocess/pkl/jsonl/1h3m.b.pkl,1,homomer,218,218
308,1dn0.d,/home/yu/HENU/westlake/Lit-ProteinDF/preprocess/pkl/jsonl/1dn0.d.pkl,1,homomer,217,217
309,1dvp.a,/home/yu/HENU/westlake/Lit-ProteinDF/preprocess/pkl/jsonl/1dvp.a.pkl,1,homomer,217,217
310,1b4p.a,/home/yu/HENU/westlake/Lit-ProteinDF/preprocess/pkl/jsonl/1b4p.a.pkl,1,homomer,217,217
311,1c1k.a,/home/yu/HENU/westlake/Lit-ProteinDF/preprocess/pkl/jsonl/1c1k.a.pkl,1,homomer,217,217
312,1at3.a,/home/yu/HENU/westlake/Lit-ProteinDF/preprocess/pkl/jsonl/1at3.a.pkl,1,homomer,217,217
313,1dlp.f,/home/yu/HENU/westlake/Lit-ProteinDF/preprocess/pkl/jsonl/1dlp.f.pkl,1,homomer,216,216
314,1icr.a,/home/yu/HENU/westlake/Lit-ProteinDF/preprocess/pkl/jsonl/1icr.a.pkl,1,homomer,216,216
315,1eej.a,/home/yu/HENU/westlake/Lit-ProteinDF/preprocess/pkl/jsonl/1eej.a.pkl,1,homomer,216,216
316,1byu.b,/home/yu/HENU/westlake/Lit-ProteinDF/preprocess/pkl/jsonl/1byu.b.pkl,1,homomer,215,215
317,1hdc.a,/home/yu/HENU/westlake/Lit-ProteinDF/preprocess/pkl/jsonl/1hdc.a.pkl,1,homomer,253,253
318,1fuu.a,/home/yu/HENU/westlake/Lit-ProteinDF/preprocess/pkl/jsonl/1fuu.a.pkl,1,homomer,215,215
319,1dbr.c,/home/yu/HENU/westlake/Lit-ProteinDF/preprocess/pkl/jsonl/1dbr.c.pkl,1,homomer,215,215
320,1hav.b,/home/yu/HENU/westlake/Lit-ProteinDF/preprocess/pkl/jsonl/1hav.b.pkl,1,homomer,214,214
321,1cmx.a,/home/yu/HENU/westlake/Lit-ProteinDF/preprocess/pkl/jsonl/1cmx.a.pkl,1,homomer,214,214
322,1d6n.a,/home/yu/HENU/westlake/Lit-ProteinDF/preprocess/pkl/jsonl/1d6n.a.pkl,1,homomer,214,214
323,1em2.a,/home/yu/HENU/westlake/Lit-ProteinDF/preprocess/pkl/jsonl/1em2.a.pkl,1,homomer,214,214
324,1gbg.a,/home/yu/HENU/westlake/Lit-ProteinDF/preprocess/pkl/jsonl/1gbg.a.pkl,1,homomer,214,214
325,1h0h.b,/home/yu/HENU/westlake/Lit-ProteinDF/preprocess/pkl/jsonl/1h0h.b.pkl,1,homomer,214,214
326,1ct8.a,/home/yu/HENU/westlake/Lit-ProteinDF/preprocess/pkl/jsonl/1ct8.a.pkl,1,homomer,214,214
327,1dvg.a,/home/yu/HENU/westlake/Lit-ProteinDF/preprocess/pkl/jsonl/1dvg.a.pkl,1,homomer,214,214
328,1dxe.a,/home/yu/HENU/westlake/Lit-ProteinDF/preprocess/pkl/jsonl/1dxe.a.pkl,1,homomer,253,253
329,1azo.a,/home/yu/HENU/westlake/Lit-ProteinDF/preprocess/pkl/jsonl/1azo.a.pkl,1,homomer,214,214
330,1ap8.a,/home/yu/HENU/westlake/Lit-ProteinDF/preprocess/pkl/jsonl/1ap8.a.pkl,1,homomer,213,213
331,1cun.a,/home/yu/HENU/westlake/Lit-ProteinDF/preprocess/pkl/jsonl/1cun.a.pkl,1,homomer,213,213
332,1i6o.a,/home/yu/HENU/westlake/Lit-ProteinDF/preprocess/pkl/jsonl/1i6o.a.pkl,1,homomer,213,213
333,1dwu.a,/home/yu/HENU/westlake/Lit-ProteinDF/preprocess/pkl/jsonl/1dwu.a.pkl,1,homomer,213,213
334,1eer.c,/home/yu/HENU/westlake/Lit-ProteinDF/preprocess/pkl/jsonl/1eer.c.pkl,1,homomer,213,213
335,1cia.a,/home/yu/HENU/westlake/Lit-ProteinDF/preprocess/pkl/jsonl/1cia.a.pkl,1,homomer,213,213
336,1eua.a,/home/yu/HENU/westlake/Lit-ProteinDF/preprocess/pkl/jsonl/1eua.a.pkl,1,homomer,213,213
337,1cke.a,/home/yu/HENU/westlake/Lit-ProteinDF/preprocess/pkl/jsonl/1cke.a.pkl,1,homomer,212,212
338,1i6a.a,/home/yu/HENU/westlake/Lit-ProteinDF/preprocess/pkl/jsonl/1i6a.a.pkl,1,homomer,212,212
339,1bkc.e,/home/yu/HENU/westlake/Lit-ProteinDF/preprocess/pkl/jsonl/1bkc.e.pkl,1,homomer,256,256
340,1g0h.a,/home/yu/HENU/westlake/Lit-ProteinDF/preprocess/pkl/jsonl/1g0h.a.pkl,1,homomer,252,252
341,1bwp.a,/home/yu/HENU/westlake/Lit-ProteinDF/preprocess/pkl/jsonl/1bwp.a.pkl,1,homomer,212,212
342,1ajo.a,/home/yu/HENU/westlake/Lit-ProteinDF/preprocess/pkl/jsonl/1ajo.a.pkl,1,homomer,212,212
343,1f2n.c,/home/yu/HENU/westlake/Lit-ProteinDF/preprocess/pkl/jsonl/1f2n.c.pkl,1,homomer,212,212
344,1ahj.b,/home/yu/HENU/westlake/Lit-ProteinDF/preprocess/pkl/jsonl/1ahj.b.pkl,1,homomer,212,212
345,1ghf.h,/home/yu/HENU/westlake/Lit-ProteinDF/preprocess/pkl/jsonl/1ghf.h.pkl,1,homomer,212,212
346,1enf.a,/home/yu/HENU/westlake/Lit-ProteinDF/preprocess/pkl/jsonl/1enf.a.pkl,1,homomer,212,212
347,1cvz.a,/home/yu/HENU/westlake/Lit-ProteinDF/preprocess/pkl/jsonl/1cvz.a.pkl,1,homomer,212,212
348,1eyq.a,/home/yu/HENU/westlake/Lit-ProteinDF/preprocess/pkl/jsonl/1eyq.a.pkl,1,homomer,212,212
349,1gzh.d,/home/yu/HENU/westlake/Lit-ProteinDF/preprocess/pkl/jsonl/1gzh.d.pkl,1,homomer,212,212
350,1dzf.a,/home/yu/HENU/westlake/Lit-ProteinDF/preprocess/pkl/jsonl/1dzf.a.pkl,1,homomer,211,211
351,1csm.a,/home/yu/HENU/westlake/Lit-ProteinDF/preprocess/pkl/jsonl/1csm.a.pkl,1,homomer,252,252
352,1edh.a,/home/yu/HENU/westlake/Lit-ProteinDF/preprocess/pkl/jsonl/1edh.a.pkl,1,homomer,211,211
353,1cvs.c,/home/yu/HENU/westlake/Lit-ProteinDF/preprocess/pkl/jsonl/1cvs.c.pkl,1,homomer,211,211
354,1fzt.a,/home/yu/HENU/westlake/Lit-ProteinDF/preprocess/pkl/jsonl/1fzt.a.pkl,1,homomer,211,211
355,1ff3.a,/home/yu/HENU/westlake/Lit-ProteinDF/preprocess/pkl/jsonl/1ff3.a.pkl,1,homomer,211,211
356,1ft5.a,/home/yu/HENU/westlake/Lit-ProteinDF/preprocess/pkl/jsonl/1ft5.a.pkl,1,homomer,211,211
357,1ekj.a,/home/yu/HENU/westlake/Lit-ProteinDF/preprocess/pkl/jsonl/1ekj.a.pkl,1,homomer,210,210
358,1eu3.a,/home/yu/HENU/westlake/Lit-ProteinDF/preprocess/pkl/jsonl/1eu3.a.pkl,1,homomer,210,210
359,1aug.a,/home/yu/HENU/westlake/Lit-ProteinDF/preprocess/pkl/jsonl/1aug.a.pkl,1,homomer,210,210
360,17gs.a,/home/yu/HENU/westlake/Lit-ProteinDF/preprocess/pkl/jsonl/17gs.a.pkl,1,homomer,210,210
361,1ft9.a,/home/yu/HENU/westlake/Lit-ProteinDF/preprocess/pkl/jsonl/1ft9.a.pkl,1,homomer,210,210
362,1hwm.a,/home/yu/HENU/westlake/Lit-ProteinDF/preprocess/pkl/jsonl/1hwm.a.pkl,1,homomer,251,251
363,1f2v.a,/home/yu/HENU/westlake/Lit-ProteinDF/preprocess/pkl/jsonl/1f2v.a.pkl,1,homomer,209,209
364,1bqs.a,/home/yu/HENU/westlake/Lit-ProteinDF/preprocess/pkl/jsonl/1bqs.a.pkl,1,homomer,209,209
365,1by1.a,/home/yu/HENU/westlake/Lit-ProteinDF/preprocess/pkl/jsonl/1by1.a.pkl,1,homomer,209,209
366,1hxn.a,/home/yu/HENU/westlake/Lit-ProteinDF/preprocess/pkl/jsonl/1hxn.a.pkl,1,homomer,209,209
367,1axd.a,/home/yu/HENU/westlake/Lit-ProteinDF/preprocess/pkl/jsonl/1axd.a.pkl,1,homomer,209,209
368,1dzu.p,/home/yu/HENU/westlake/Lit-ProteinDF/preprocess/pkl/jsonl/1dzu.p.pkl,1,homomer,209,209
369,1i5e.a,/home/yu/HENU/westlake/Lit-ProteinDF/preprocess/pkl/jsonl/1i5e.a.pkl,1,homomer,208,208
370,1gtv.a,/home/yu/HENU/westlake/Lit-ProteinDF/preprocess/pkl/jsonl/1gtv.a.pkl,1,homomer,208,208
371,1fp5.a,/home/yu/HENU/westlake/Lit-ProteinDF/preprocess/pkl/jsonl/1fp5.a.pkl,1,homomer,208,208
372,1eog.a,/home/yu/HENU/westlake/Lit-ProteinDF/preprocess/pkl/jsonl/1eog.a.pkl,1,homomer,208,208
373,1i4n.a,/home/yu/HENU/westlake/Lit-ProteinDF/preprocess/pkl/jsonl/1i4n.a.pkl,1,homomer,251,251
374,1bqu.a,/home/yu/HENU/westlake/Lit-ProteinDF/preprocess/pkl/jsonl/1bqu.a.pkl,1,homomer,208,208
375,1el6.a,/home/yu/HENU/westlake/Lit-ProteinDF/preprocess/pkl/jsonl/1el6.a.pkl,1,homomer,208,208
376,1aun.a,/home/yu/HENU/westlake/Lit-ProteinDF/preprocess/pkl/jsonl/1aun.a.pkl,1,homomer,208,208
377,1auq.a,/home/yu/HENU/westlake/Lit-ProteinDF/preprocess/pkl/jsonl/1auq.a.pkl,1,homomer,208,208
378,1fjg.d,/home/yu/HENU/westlake/Lit-ProteinDF/preprocess/pkl/jsonl/1fjg.d.pkl,1,homomer,208,208
379,1hw5.a,/home/yu/HENU/westlake/Lit-ProteinDF/preprocess/pkl/jsonl/1hw5.a.pkl,1,homomer,208,208
380,1f5x.a,/home/yu/HENU/westlake/Lit-ProteinDF/preprocess/pkl/jsonl/1f5x.a.pkl,1,homomer,208,208
381,1b06.a,/home/yu/HENU/westlake/Lit-ProteinDF/preprocess/pkl/jsonl/1b06.a.pkl,1,homomer,208,208
382,1gze.a,/home/yu/HENU/westlake/Lit-ProteinDF/preprocess/pkl/jsonl/1gze.a.pkl,1,homomer,207,207
383,1eia.a,/home/yu/HENU/westlake/Lit-ProteinDF/preprocess/pkl/jsonl/1eia.a.pkl,1,homomer,207,207
384,1e3w.a,/home/yu/HENU/westlake/Lit-ProteinDF/preprocess/pkl/jsonl/1e3w.a.pkl,1,homomer,251,251
385,1f97.a,/home/yu/HENU/westlake/Lit-ProteinDF/preprocess/pkl/jsonl/1f97.a.pkl,1,homomer,207,207
386,1g66.a,/home/yu/HENU/westlake/Lit-ProteinDF/preprocess/pkl/jsonl/1g66.a.pkl,1,homomer,207,207
387,1c9b.a,/home/yu/HENU/westlake/Lit-ProteinDF/preprocess/pkl/jsonl/1c9b.a.pkl,1,homomer,207,207
388,1h2e.a,/home/yu/HENU/westlake/Lit-ProteinDF/preprocess/pkl/jsonl/1h2e.a.pkl,1,homomer,207,207
389,1hxm.a,/home/yu/HENU/westlake/Lit-ProteinDF/preprocess/pkl/jsonl/1hxm.a.pkl,1,homomer,206,206
390,1cd9.b,/home/yu/HENU/westlake/Lit-ProteinDF/preprocess/pkl/jsonl/1cd9.b.pkl,1,homomer,206,206
391,1adq.a,/home/yu/HENU/westlake/Lit-ProteinDF/preprocess/pkl/jsonl/1adq.a.pkl,1,homomer,206,206
392,1i69.a,/home/yu/HENU/westlake/Lit-ProteinDF/preprocess/pkl/jsonl/1i69.a.pkl,1,homomer,206,206
393,1i8d.a,/home/yu/HENU/westlake/Lit-ProteinDF/preprocess/pkl/jsonl/1i8d.a.pkl,1,homomer,206,206
394,1an8.a,/home/yu/HENU/westlake/Lit-ProteinDF/preprocess/pkl/jsonl/1an8.a.pkl,1,homomer,206,206
395,1i72.a,/home/yu/HENU/westlake/Lit-ProteinDF/preprocess/pkl/jsonl/1i72.a.pkl,1,homomer,251,251
396,1cmv.b,/home/yu/HENU/westlake/Lit-ProteinDF/preprocess/pkl/jsonl/1cmv.b.pkl,1,homomer,206,206
397,1djs.a,/home/yu/HENU/westlake/Lit-ProteinDF/preprocess/pkl/jsonl/1djs.a.pkl,1,homomer,206,206
398,1cfb.a,/home/yu/HENU/westlake/Lit-ProteinDF/preprocess/pkl/jsonl/1cfb.a.pkl,1,homomer,205,205
399,1flk.a,/home/yu/HENU/westlake/Lit-ProteinDF/preprocess/pkl/jsonl/1flk.a.pkl,1,homomer,205,205
400,1hd5.a,/home/yu/HENU/westlake/Lit-ProteinDF/preprocess/pkl/jsonl/1hd5.a.pkl,1,homomer,205,205
401,1gxl.a,/home/yu/HENU/westlake/Lit-ProteinDF/preprocess/pkl/jsonl/1gxl.a.pkl,1,homomer,205,205
402,1dow.a,/home/yu/HENU/westlake/Lit-ProteinDF/preprocess/pkl/jsonl/1dow.a.pkl,1,homomer,205,205
403,1hdo.a,/home/yu/HENU/westlake/Lit-ProteinDF/preprocess/pkl/jsonl/1hdo.a.pkl,1,homomer,205,205
404,1g57.a,/home/yu/HENU/westlake/Lit-ProteinDF/preprocess/pkl/jsonl/1g57.a.pkl,1,homomer,205,205
405,1a04.a,/home/yu/HENU/westlake/Lit-ProteinDF/preprocess/pkl/jsonl/1a04.a.pkl,1,homomer,205,205
406,1cfm.a,/home/yu/HENU/westlake/Lit-ProteinDF/preprocess/pkl/jsonl/1cfm.a.pkl,1,homomer,251,251
407,1cd9.d,/home/yu/HENU/westlake/Lit-ProteinDF/preprocess/pkl/jsonl/1cd9.d.pkl,1,homomer,204,204
